id,features
674,"[0.28997012972831726, -0.20866085588932037, -0.14922650158405304, -0.4253949224948883, 0.28457584977149963, 0.859549343585968, 0.1499423384666443, -0.2666095793247223, 0.17208801209926605, 0.36200830340385437, -0.059402141720056534, -0.13110171258449554, 0.38953423500061035, 0.1045953631401062, 0.23462006449699402, -0.042168717831373215, -0.14587509632110596, -0.11537671089172363, 0.23313021659851074, -0.6504788994789124, -0.14035069942474365, 0.010896838270127773, -0.23195874691009521, -0.22398358583450317, 0.09002065658569336, 0.7823940515518188, -0.09956936538219452, -0.44526660442352295, -0.10776198655366898, 0.4044666290283203, 0.20718541741371155, -0.4904402196407318, 0.24353653192520142, -0.1719672530889511, -0.1602792590856552, -0.11928464472293854, -0.02466586045920849, -0.23597835004329681, -0.180525004863739, -0.08745912462472916, -0.23261785507202148, -0.0548323392868042, 0.06013820692896843, 0.4469814896583557, 0.34093865752220154, 0.1680516004562378, -0.30458059906959534, -0.015568392351269722, 0.3254118859767914, 0.08131703734397888, -0.25049832463264465, -0.05552717670798302, -0.16509033739566803, 0.3407537639141083, 0.28777799010276794, 0.13225165009498596, -0.7376837134361267, 0.108018659055233, -0.24982377886772156, 0.02101788856089115, -0.031218333169817924, 0.03838244080543518, 0.028221173211932182, 0.11587236076593399, -0.06314550340175629, 0.17141079902648926, 0.165996253490448, -0.3911573588848114, -0.16975076496601105, 0.6386016607284546, -0.271885484457016, -0.5628132820129395, -0.36752161383628845, -0.38273802399635315, 0.13548308610916138, -0.12821082770824432, -0.34551775455474854, 0.08842954784631729, -0.07356727868318558, 0.09111786633729935, -0.9403902888298035, 0.4283898174762726, -0.729170024394989, 0.1451110541820526, -0.09363751858472824, 0.019827034324407578, 0.44483184814453125, 0.07478126138448715, 0.01938975416123867, -0.22915524244308472, -0.6322948932647705, -0.145682692527771, 0.5688926577568054, -0.33124518394470215, -0.14074942469596863, -0.1778137981891632, 0.1796453893184662, 0.35403478145599365, -0.45807084441185, 0.07472217082977295]"
684,"[-0.17321538925170898, -0.6921020746231079, 0.15231221914291382, -0.7649145126342773, 0.4111425280570984, 0.3986474871635437, -0.3327035903930664, -0.7901588678359985, 0.31137001514434814, 0.19551841914653778, 0.14276817440986633, -0.427644282579422, 0.350069135427475, 0.027478910982608795, 0.6674246788024902, -0.06663095951080322, -0.6949688196182251, -0.17700356245040894, -0.1008155345916748, -0.6724055409431458, 0.27257898449897766, -0.31488847732543945, -0.2705380618572235, 0.34534457325935364, -0.03858933970332146, 0.13493278622627258, 0.6352965235710144, -0.23887789249420166, -0.4454118013381958, -0.2734830379486084, -0.18562795221805573, -0.39507976174354553, -0.35113734006881714, 0.1557854562997818, -0.050017837435007095, 0.2305285632610321, -0.6219648718833923, 0.19057172536849976, -0.21168246865272522, 0.1036079153418541, 0.22884194552898407, 0.016813522204756737, 0.15332482755184174, -0.20960375666618347, 0.1593872755765915, 0.6817554831504822, -0.13369686901569366, -0.18608836829662323, 0.6485351324081421, -0.9805783033370972, 0.17145854234695435, -0.05211930721998215, 0.1080160066485405, -0.19831284880638123, 0.2019178718328476, -0.21189117431640625, -0.5470436811447144, 0.2289508432149887, -0.12305628508329391, -0.6219387054443359, -0.339961975812912, -0.41410136222839355, 0.1953626573085785, 0.13168327510356903, 0.13393476605415344, 0.17501899600028992, -0.24551106989383698, -0.006483012344688177, 0.39286646246910095, 0.7861271500587463, -0.3224659264087677, -0.38200506567955017, -0.1511065810918808, 0.13439171016216278, -0.09582169353961945, -0.4865640699863434, 0.16470648348331451, -0.10576116293668747, 0.04800470173358917, -0.07003842294216156, 0.6790671944618225, 0.2950352132320404, -0.22941917181015015, 0.2863139510154724, -0.15070077776908875, 0.26264700293540955, 0.5165566802024841, -0.14699885249137878, -0.012678985483944416, -0.012274508364498615, 0.09630336612462997, -0.22178536653518677, 0.5099753141403198, 0.6681323647499084, -1.0000903606414795, 0.6118223071098328, 0.2753347158432007, -0.06153777241706848, -0.16295625269412994, 0.18972596526145935]"
694,"[-0.4175124764442444, -0.3893594443798065, -0.04112796485424042, -0.04725613445043564, 0.749434232711792, -0.21268662810325623, -0.2507861256599426, -0.601716935634613, 0.22506560385227203, 0.1795663833618164, 0.15474344789981842, -0.4988141357898712, 0.4983973503112793, 0.1010546013712883, -0.2558191418647766, -0.40833553671836853, -0.11188772320747375, -0.2403230369091034, 0.8154067397117615, -1.0935653448104858, 0.20873191952705383, -0.14672772586345673, -0.2625192105770111, -0.2621634602546692, 0.5343341827392578, -0.07299348711967468, 0.8142600655555725, 0.16289395093917847, -0.24613013863563538, -0.05364007130265236, 0.07028480619192123, -0.11160611361265182, -0.33953461050987244, 0.39682266116142273, 0.3283762037754059, 0.17957919836044312, -0.26555514335632324, -0.020833024755120277, -0.23237085342407227, -0.06865198910236359, -0.012202536687254906, 0.3612784743309021, 0.044077858328819275, 0.25766363739967346, 0.5001893043518066, -0.13676413893699646, 0.15644411742687225, -0.6046733260154724, 0.2596336603164673, -0.23711349070072174, 0.39782169461250305, -0.013671232387423515, 0.4057435095310211, 0.1982053965330124, 0.14116309583187103, 0.2744646370410919, -0.3119538128376007, 0.1589837223291397, -0.258210152387619, -0.44993773102760315, -0.9742392897605896, 0.50994873046875, -0.28953123092651367, 0.42731642723083496, 0.05832882225513458, 0.9770962595939636, 0.5879310369491577, 0.1620892435312271, 0.3647628128528595, -0.2874160706996918, 0.06527644395828247, -0.007253596093505621, -0.651814877986908, 0.3951455354690552, -0.15185929834842682, -0.3004204034805298, -0.7915310859680176, 0.23238834738731384, 0.18908317387104034, -0.01559678465127945, 0.1720416247844696, -0.3210674524307251, 0.44058355689048767, 0.04285746440291405, 0.5195546746253967, 0.27431654930114746, 0.18252350389957428, 0.20089705288410187, -0.6030294895172119, 0.11327942460775375, 0.30708760023117065, -0.43298718333244324, -0.004833484999835491, 0.3216959536075592, 0.5124515295028687, 0.6792415380477905, 0.4366978108882904, -0.7778776288032532, 0.09544530510902405, -0.26696598529815674]"
704,"[0.3428824841976166, -0.31596967577934265, -0.26371583342552185, -0.05416448786854744, -0.18567900359630585, 0.029709575697779655, 0.18932759761810303, -0.36887112259864807, -0.05173750966787338, 0.08298426866531372, -0.6849101781845093, -0.4697790741920471, 0.5531975030899048, -0.13919970393180847, 0.20336134731769562, -0.14543162286281586, 0.28758835792541504, -0.24650037288665771, 0.2455732822418213, -0.2791854441165924, -0.5830467939376831, -0.2915048897266388, -0.7432605624198914, 0.3739338219165802, 0.10433400422334671, 0.5071442127227783, 0.37099021673202515, -0.09963881224393845, 0.17107707262039185, 0.4443725645542145, 0.4663005769252777, -0.20065002143383026, 0.19509190320968628, 0.23990373313426971, 0.5394395589828491, -0.13025157153606415, 0.27039748430252075, 0.9294729828834534, 0.3156288266181946, 0.9657893180847168, -0.1637476086616516, -0.23050187528133392, -0.19092848896980286, -0.059445369988679886, -0.3249377906322479, -0.01009256299585104, -0.26104021072387695, -0.1383131593465805, 0.1488700658082962, -0.9810532331466675, -0.40657731890678406, 0.14407695829868317, 0.8658455014228821, 0.12344515323638916, -0.07437583059072495, 0.1453578770160675, -0.314590185880661, 0.27346566319465637, 0.5598790049552917, 0.03157055005431175, -0.6927347779273987, 0.9791151881217957, -0.04684056341648102, -0.10338163375854492, -0.007185743190348148, -0.3324865400791168, -0.17878399789333344, 0.3445150554180145, -0.2110603004693985, -0.18480606377124786, -0.3719409704208374, -0.5487422347068787, 0.2502153217792511, 0.09541396796703339, 0.3132646083831787, -0.08462365716695786, -0.6405100226402283, 0.06623713672161102, -0.11255194246768951, 0.6073811054229736, -0.6091065406799316, 0.6761274933815002, -0.4112752079963684, 0.4721445143222809, 0.17912256717681885, 0.25946301221847534, 0.4052979648113251, 0.3900417685508728, -0.6642822623252869, 0.1899154782295227, 0.297336608171463, -0.08550778031349182, 0.06970862299203873, 0.10747315734624863, -0.014951912686228752, -0.4550253450870514, 0.17733588814735413, -0.8108930587768555, -0.34501245617866516, -0.13390573859214783]"
714,"[0.1155877336859703, -0.05574148893356323, -0.20292583107948303, 0.3450503945350647, 0.21910279989242554, 1.0297397375106812, -0.05000653862953186, -0.23319989442825317, 0.1328592300415039, 0.7160006165504456, 0.12519894540309906, -0.18073265254497528, 0.2436501830816269, -0.2845444083213806, 0.40082618594169617, 0.12479043006896973, -0.07909376919269562, 0.009764877147972584, -0.00030113980756141245, -0.6312856674194336, -0.4686015844345093, -0.11078955233097076, -0.22169438004493713, 0.25721457600593567, 0.48678818345069885, -0.10159721225500107, 0.23881319165229797, -0.2722952961921692, 0.012982196174561977, -0.09086014330387115, -0.33052459359169006, -0.5890812277793884, 0.6406409740447998, -0.019557923078536987, -0.29688340425491333, -0.30919185280799866, -0.5241010785102844, -0.13899710774421692, 0.28494831919670105, 0.45515695214271545, -0.3051159977912903, -0.3436989188194275, -0.16839385032653809, 0.3031306266784668, -0.39899441599845886, 0.5819475054740906, -0.8450428247451782, -0.26807481050491333, 0.0664154663681984, 0.255003958940506, -0.3308090269565582, 0.2261931300163269, 0.23171094059944153, -0.48320502042770386, -0.027980662882328033, 0.1734958440065384, -0.9288254380226135, 0.046925079077482224, -0.04335611313581467, -0.5264213681221008, -0.3340986371040344, 0.2147672176361084, 0.1279149353504181, 0.4422892928123474, 0.17254117131233215, 0.035717908293008804, 0.7445728778839111, -0.4503946304321289, -0.06214885041117668, 0.3470524549484253, -0.5745283961296082, -0.34269091486930847, 0.012322762049734592, 0.029024304822087288, -0.5859726667404175, -0.39485418796539307, -0.3878755569458008, -0.248855322599411, -0.4409065544605255, 0.2199346423149109, -0.8844042420387268, -0.3281381130218506, -0.05728873983025551, 0.22790896892547607, -0.2062045931816101, 0.30075332522392273, -0.20741398632526398, 0.33397388458251953, -0.04657139629125595, -0.6510465741157532, -0.010282519273459911, -0.30874839425086975, -0.29689714312553406, 0.027413804084062576, -0.12484724074602127, 0.3374444246292114, 0.26486483216285706, 0.34770292043685913, -0.7120622396469116, -0.6367416977882385]"
724,"[0.5258455276489258, 0.34956881403923035, 0.630878746509552, -0.25445038080215454, 0.4033050835132599, 0.3656851649284363, 0.05183878540992737, -0.6085422039031982, 0.2857940196990967, 0.6340251564979553, 0.7331796884536743, -0.6634249687194824, 0.8777363300323486, -0.16138510406017303, 0.161601260304451, -0.3017112910747528, -0.11271177232265472, -0.4820408523082733, -0.4408629834651947, -0.43375563621520996, 0.4761987030506134, 0.7097591161727905, -0.17683152854442596, -0.042471449822187424, 0.32908010482788086, -0.0039011831395328045, 0.2130371332168579, 0.051640480756759644, 0.299278199672699, -0.03980765864253044, -0.37979426980018616, -0.34617879986763, 0.7273725271224976, -0.28926995396614075, -0.006238740403205156, -0.1700170338153839, -0.2898348271846771, -0.021791396662592888, 0.3445904850959778, 0.271248996257782, -0.5258781313896179, -0.2754567861557007, -0.21612761914730072, 0.031445182859897614, 0.17666155099868774, 0.18882542848587036, -0.5347946882247925, -0.17580842971801758, 0.5273070335388184, -0.10543720424175262, -0.22469712793827057, -0.2394392043352127, -0.16258443892002106, 0.37486666440963745, -0.5658133625984192, -0.0253624077886343, 0.14221687614917755, -0.3973449170589447, 0.2510126829147339, -0.05523191764950752, -0.36531344056129456, 0.11730446666479111, 0.5380864143371582, -0.1270616501569748, 0.3440098762512207, 0.606907308101654, 0.7222107648849487, 0.5197433829307556, -0.08033803850412369, 0.5856032967567444, -0.8589828610420227, -0.7956684231758118, 0.07982546091079712, 0.19721731543540955, -0.8915187120437622, -0.43083465099334717, -0.23847785592079163, 0.30344158411026, 0.3853311538696289, 0.39501461386680603, -0.15341635048389435, 0.0653107687830925, 0.1653795689344406, -0.32608965039253235, 0.36470386385917664, -1.0080626010894775, 0.9843719601631165, 0.22847940027713776, -0.36204370856285095, -0.09246009588241577, 0.13863670825958252, -0.029085474088788033, -0.010830683633685112, 0.14998337626457214, 0.48838919401168823, 0.2757968008518219, -0.3498780429363251, 0.35713037848472595, 0.15075750648975372, 0.16619299352169037]"
734,"[0.40934377908706665, -0.14645540714263916, 0.05582189932465553, -0.20949338376522064, 0.272289514541626, 0.6352009177207947, 0.06115211173892021, -0.32667630910873413, 0.013427269645035267, 0.25134581327438354, 0.25990936160087585, -0.4683091640472412, -0.049636777490377426, 0.0722949355840683, 0.010253439657390118, -0.427425742149353, -0.7343252301216125, -0.10687197744846344, 0.1563889980316162, -0.3580518960952759, 0.11666363477706909, 0.11140899360179901, -0.09271963685750961, 0.21079571545124054, 0.17344814538955688, 0.39803850650787354, -0.4837971329689026, 0.6737121939659119, 0.06149032339453697, 0.03145899251103401, -0.06838561594486237, -0.24014423787593842, 0.530619204044342, -0.11918449401855469, -0.49725204706192017, 0.09305476397275925, -0.2745862603187561, -0.2626104950904846, -0.6412094235420227, -0.02642172947525978, -0.5402414202690125, -0.10652127116918564, -0.1020088940858841, 0.08918705582618713, 0.48940807580947876, 0.6247343420982361, -0.24833813309669495, -0.35978391766548157, 0.2773333489894867, 0.5766381025314331, -0.15588635206222534, 0.15645812451839447, 0.313211053609848, 0.3092857003211975, -0.1354481726884842, 0.11880030483007431, -0.8603093028068542, 0.11251141130924225, 0.20234647393226624, -0.19572767615318298, -0.14903390407562256, 0.5914236903190613, -0.02913164347410202, -0.12636645138263702, 0.06345871835947037, 0.24892906844615936, 0.2155188024044037, -0.4881386160850525, -0.25821784138679504, 0.35320529341697693, 0.09701240062713623, -0.28403550386428833, -0.5082770586013794, -0.4923689365386963, -0.6803483366966248, -0.14183129370212555, -1.1069790124893188, 0.2216845005750656, 0.19353602826595306, 0.06921360641717911, 0.04090675339102745, -0.17473608255386353, -0.2886260151863098, -0.1494528353214264, -0.2233213484287262, 0.024221451953053474, -0.2499915361404419, 0.07431898266077042, -0.5296164751052856, -0.08438626676797867, -0.23845337331295013, -0.15335094928741455, -0.3044523298740387, -0.05544276535511017, 0.4517945647239685, 0.5440157651901245, 0.30113276839256287, 0.5030266642570496, 0.2888893485069275, 0.2902684211730957]"
744,"[-0.32236409187316895, -0.21023361384868622, -0.2559143900871277, -0.17891691625118256, 0.32404863834381104, -0.10140197724103928, 0.3035052418708801, -0.2275972217321396, 0.16530564427375793, -0.04925476387143135, -0.09609250724315643, -0.10375018417835236, -0.4032897651195526, -0.18721908330917358, 0.3424498438835144, 0.46031635999679565, -0.20483845472335815, -0.4521288573741913, -0.5438123345375061, -0.30147889256477356, -0.28924262523651123, -0.43266382813453674, 0.025749435648322105, 0.42580440640449524, 0.6082445383071899, 0.3267621695995331, 0.140303373336792, 0.30577120184898376, -0.05529541149735451, 0.0508136972784996, -0.6814812421798706, -0.5373352766036987, -0.42735692858695984, 0.31676211953163147, 0.4962212145328522, -0.30968689918518066, -0.3747875690460205, 0.02472333423793316, 0.08342760056257248, -0.1432960480451584, 0.0052486504428088665, 0.443029522895813, 0.08295667171478271, -0.016700787469744682, 0.5383574962615967, 0.09337303042411804, -0.228791281580925, 0.39425960183143616, -0.09976781159639359, 0.13195370137691498, -0.0437333807349205, 0.024234579876065254, 0.42318159341812134, 0.01107762847095728, 0.11719153076410294, 0.26311585307121277, -0.17890584468841553, 0.07079758495092392, -0.039826102554798126, -0.03951692208647728, -0.03828514739871025, 0.11968120187520981, -0.3429166078567505, -0.14609037339687347, 0.31863558292388916, 0.11635442823171616, 0.29278603196144104, 0.27411362528800964, 0.07958079874515533, 0.4089181423187256, 0.4249778985977173, -0.005894461181014776, 0.4438473582267761, -0.14110910892486572, -0.12330220639705658, 0.25032880902290344, -0.2095358669757843, 0.05590143799781799, -0.19932807981967926, 0.7493996620178223, -0.2853732705116272, 0.27447280287742615, 0.14743539690971375, 0.022318650037050247, 0.1262696087360382, 0.44196078181266785, 0.1006074771285057, -0.21488188207149506, 0.10250409692525864, -0.30137574672698975, -0.016170687973499298, -0.026202918961644173, -0.2904413938522339, -0.378272145986557, -0.26839783787727356, 0.0006166794919408858, 0.11777684837579727, 0.0042481254786252975, 0.1010664701461792, 0.12953722476959229]"
754,"[-0.11885492503643036, 0.33574792742729187, 0.34141939878463745, 0.0628604143857956, 0.7260632514953613, 0.6912973523139954, 0.30658310651779175, -0.1372213363647461, -0.01794671081006527, -0.22582662105560303, 0.06955371052026749, -0.47947216033935547, 0.4747183620929718, -0.4587750732898712, -0.00658558402210474, -0.09334418177604675, -0.3231675922870636, -0.7224491238594055, 0.5353077054023743, -0.4004102349281311, 0.6759997010231018, 0.27882251143455505, -0.40607479214668274, 0.6256880760192871, 1.2976679801940918, 0.03446976840496063, 0.16524003446102142, -0.1758742779493332, -0.26459649205207825, -0.6471657156944275, 0.1581011265516281, -0.7432193756103516, 0.10173149406909943, -0.35149478912353516, -0.1105179712176323, -0.4739346504211426, -0.36795657873153687, 0.09251710027456284, 0.44002529978752136, 0.20099155604839325, -0.3305954933166504, -0.009275835007429123, -0.5698116421699524, 0.052274707704782486, 0.064140684902668, -0.3042850196361542, -0.20640979707241058, -0.9700148105621338, 0.04245980456471443, 0.07818245887756348, -0.6310151815414429, 0.4186212718486786, -0.3536715805530548, 0.24564699828624725, -0.36064839363098145, -0.1963455229997635, 0.03535189479589462, -0.3774136006832123, 0.1876199096441269, -0.8959426283836365, -0.5073142051696777, 0.03000715561211109, -0.06293227523565292, -0.6744964122772217, -0.3953283727169037, 0.10083585977554321, -0.08589614927768707, 0.28817102313041687, -0.2848445475101471, 0.6341165900230408, 0.48762303590774536, -0.9705690741539001, 0.1903187483549118, 0.10331425815820694, -0.1922938972711563, 0.35970333218574524, 0.348232626914978, -0.12167096883058548, 0.22609195113182068, -0.64455246925354, -0.3443431854248047, -0.36849963665008545, -0.08698227256536484, 0.3573857247829437, 0.2251671850681305, 0.48507338762283325, 0.7758448719978333, -0.05140502750873566, -0.5224973559379578, -0.5153723955154419, -0.2861093282699585, 0.060828790068626404, 0.04649495333433151, -0.1433510035276413, -0.8745824098587036, -0.28019678592681885, -0.07237691432237625, -0.4946787357330322, 0.38028520345687866, 0.7664703726768494]"
764,"[0.16145794093608856, -0.0840488076210022, 0.10935160517692566, -0.3405611515045166, -0.3540892004966736, 0.02758527360856533, -0.1009083241224289, -0.48706701397895813, -0.19487835466861725, -0.05712047219276428, -0.5851897597312927, -0.8723077178001404, 0.14903458952903748, 0.47403398156166077, 0.4950532019138336, 0.1640745848417282, 0.16797232627868652, -0.34315547347068787, 0.650027334690094, -0.8295713067054749, -0.29542434215545654, -0.2989477217197418, 0.1360926777124405, 0.12823502719402313, 0.6787630915641785, -0.11106789857149124, -0.0023700986057519913, -0.7685039043426514, -0.4580497145652771, 0.2176678329706192, 0.011932004243135452, 0.17260631918907166, 0.4463503658771515, 0.8409055471420288, 0.13352133333683014, 0.4168684780597687, -0.1879236251115799, 0.7573603987693787, 1.4158192873001099, 0.767499566078186, -0.5514830946922302, 0.059275463223457336, -0.6285796761512756, -0.03368937224149704, -0.14216960966587067, -0.2725696563720703, -0.30922558903694153, -0.47179439663887024, 0.3835614323616028, -0.14676819741725922, 0.44999340176582336, 0.1419236809015274, -0.31195640563964844, 0.5569421052932739, -0.13897912204265594, -0.7250879406929016, -0.7841917872428894, 0.023639753460884094, -0.08531510084867477, -0.6846447587013245, -0.7925688028335571, -0.13571588695049286, 0.02653285674750805, -0.16468948125839233, -0.5613296031951904, -0.22665078938007355, -0.0860745906829834, 0.23890423774719238, 0.3487407863140106, -0.23981255292892456, -0.23004549741744995, -0.4783058166503906, -0.5279982089996338, -0.05715179070830345, 0.16093529760837555, -0.05770093575119972, -0.9369444251060486, 0.3556648790836334, -0.4148509204387665, 0.519806981086731, -0.6051210761070251, 0.44063952565193176, -0.4301895201206207, -0.040087249130010605, -0.15167129039764404, -0.38200387358665466, 0.3921380341053009, 0.16523197293281555, -0.38730090856552124, 0.004814351908862591, -0.6765737533569336, -0.5688039064407349, 0.10998199880123138, -0.4257328510284424, -0.05495293065905571, 0.21127530932426453, 0.8468863368034363, -0.06043684110045433, -0.20325635373592377, 0.1914287507534027]"
774,"[0.5243468880653381, -0.5173788070678711, -0.5057733654975891, 0.03821060433983803, 0.48226478695869446, 0.22502858936786652, -0.0954536646604538, -0.1768258661031723, -0.6373658180236816, 0.07719490677118301, 0.059384219348430634, -0.9153113961219788, 0.6077290177345276, 0.01502906158566475, 0.917517364025116, -0.023380650207400322, -0.5784931182861328, -0.44998931884765625, 0.16116048395633698, -0.6097586154937744, 0.360773503780365, 0.2840903103351593, -0.16266803443431854, 0.05401613190770149, -0.017413295805454254, 0.21170587837696075, -0.2376576066017151, 0.41723576188087463, -0.038319334387779236, 0.17854450643062592, -0.6990857124328613, -0.7698630690574646, 0.6656705141067505, -0.34595727920532227, 0.416792094707489, -0.01427378412336111, -0.6475319266319275, 0.02144765853881836, 0.18881963193416595, 0.3792458474636078, -0.17489571869373322, 0.040200989693403244, -0.7143581509590149, 0.05165978521108627, 0.33128622174263, 0.5806885361671448, 0.23558828234672546, -0.4556812047958374, -0.17420721054077148, 0.45931971073150635, -0.8769815564155579, 0.20891276001930237, 0.03874095529317856, 0.3589615523815155, 0.03062553144991398, 0.532195508480072, -0.3717188537120819, 0.5203443765640259, 0.2039312869310379, -0.4173705577850342, -0.0052137780003249645, 0.23419004678726196, -0.13518863916397095, -0.14471015334129333, 0.08774599432945251, -0.47234830260276794, -0.04299226030707359, 0.07331079989671707, 0.09996183961629868, 0.6050460934638977, -0.8092070817947388, -0.21555306017398834, -0.19026900827884674, -0.010702017694711685, 0.011452673934400082, 0.15069250762462616, -0.7299518585205078, -0.08655080199241638, 0.11685656011104584, 0.00906816404312849, -0.532980740070343, 0.3130757510662079, -0.665321946144104, 0.6434289216995239, 0.26974520087242126, 0.14032256603240967, 0.12191250920295715, 0.29818519949913025, 0.2861242890357971, -0.5609830021858215, -0.4771336615085602, -0.21618680655956268, -0.22903741896152496, -0.16365079581737518, 0.045931871980428696, -0.04168051853775978, 1.1811373233795166, 0.5530254244804382, -0.0944785475730896, -0.033803392201662064]"
784,"[0.20344209671020508, -0.15494515001773834, 0.09145546704530716, -0.2511073350906372, 0.350182443857193, 0.08668074011802673, 0.08639992028474808, 0.09874839335680008, 0.04920829087495804, 0.004216136876493692, 0.10910431295633316, 0.10318625718355179, 0.13172496855258942, -0.3772392272949219, 0.15165014564990997, 0.17630551755428314, -0.16628555953502655, 0.11719459295272827, 0.12902897596359253, -0.38112157583236694, -0.08983074873685837, 0.01509553287178278, -0.5280956029891968, -0.03271698206663132, -0.06750167906284332, 0.3483423888683319, -0.4094996750354767, 0.03851377218961716, -0.12573134899139404, 0.4681645929813385, 0.10126084834337234, -0.08911477774381638, 0.15352822840213776, -0.1286243349313736, 0.19989868998527527, -0.10578649491071701, -0.22946637868881226, -0.08896113187074661, -0.3621947765350342, 0.17908164858818054, -0.2778260409832001, -0.5005265474319458, -0.14223839342594147, 0.49796152114868164, 0.24296899139881134, -0.03912884742021561, 0.0059713576920330524, -0.4022854268550873, 0.5493690967559814, -0.025322092697024345, 0.2723886966705322, 0.40326210856437683, -0.25463947653770447, 0.005976784508675337, -0.1990993469953537, 0.2464790642261505, 0.3451474606990814, -0.3800636827945709, 0.3000427186489105, -0.2877870500087738, 0.14024469256401062, 0.20455321669578552, -0.18498949706554413, 0.48571574687957764, 0.372419536113739, -0.026512285694479942, 0.5866841673851013, -0.5174399614334106, 0.020867686718702316, 0.5156410336494446, -0.06030026078224182, -0.9416776895523071, -0.491119921207428, -0.5200446844100952, -0.14196747541427612, 0.01683744043111801, -0.6097828149795532, 0.34449702501296997, 0.17587606608867645, -0.2243237942457199, -0.41259610652923584, -0.438338965177536, -0.41223397850990295, 0.4317881464958191, 0.058436598628759384, 0.125137597322464, 0.40278884768486023, -0.18563726544380188, -0.14427463710308075, -0.10213637351989746, -0.33479562401771545, -0.10251691937446594, 0.2954261004924774, 0.09770022332668304, -0.23527255654335022, -0.11410748213529587, 0.45982447266578674, -0.10235033929347992, 0.0763535276055336, -0.22382095456123352]"
794,"[0.23649702966213226, -0.6629464030265808, 0.22164712846279144, -0.27840080857276917, -0.0198293998837471, 0.7769483923912048, 0.5113913416862488, -0.20555077493190765, 0.2713976800441742, 0.21860915422439575, -0.021329782903194427, 0.04949042201042175, 0.23205438256263733, -0.2533634901046753, 0.19389492273330688, 0.19187401235103607, -0.19223041832447052, -0.2585660517215729, 0.20683710277080536, -0.2610848844051361, -0.10755070298910141, 0.25363388657569885, -0.2835911214351654, 0.12233534455299377, 0.33438146114349365, 0.07789714634418488, -0.41481253504753113, -0.06120799109339714, -0.13029010593891144, -0.22552786767482758, 0.026503728702664375, -0.3246218264102936, 0.08262204378843307, -0.008028239011764526, 0.3920924961566925, -0.11655224859714508, -0.214822918176651, 0.2295200228691101, -0.1724528670310974, 0.3728868067264557, -0.4940261244773865, -0.039203617721796036, -0.39630046486854553, -0.11077365279197693, 0.10774880647659302, 0.3140232563018799, -0.0930483415722847, -0.5185759663581848, 0.5557201504707336, -0.02257370948791504, -0.3043384253978729, -0.28520843386650085, 0.08367438614368439, 0.4200827479362488, -0.3624928891658783, -0.08765824884176254, -0.29418131709098816, -0.2647971212863922, -0.11218521744012833, -0.4692683517932892, -0.06961961835622787, -0.025775447487831116, 0.19696861505508423, -0.43276897072792053, 0.10973160713911057, 0.3002612292766571, 0.06047096103429794, -0.36188411712646484, -0.22430455684661865, 0.3518902361392975, -0.572210967540741, -0.6325032114982605, -0.4091325104236603, 0.09157336503267288, -0.326382040977478, -0.030048606917262077, -0.4443221986293793, -0.11507289856672287, 0.2834205627441406, -0.12293087691068649, -0.29413288831710815, 0.2385309338569641, -0.041163090616464615, 0.27910125255584717, -0.25402647256851196, 0.45234414935112, 0.20794813334941864, -0.3075549602508545, -0.432241827249527, -0.6543492674827576, -0.14932881295681, 0.3293330669403076, -0.15646730363368988, 0.2186710089445114, -0.001590828993357718, -0.3600899279117584, 0.6015834808349609, 0.15476612746715546, -0.13321299850940704, 0.025015082210302353]"
