id,features
85,"[0.23270602524280548, -0.033436406403779984, 0.5373361706733704, -0.009062709286808968, 0.1182851791381836, 0.10720325261354446, 0.18526864051818848, -0.17149581015110016, 0.19387775659561157, -0.20628419518470764, -0.03416402265429497, -0.04729941114783287, 0.2533782720565796, 0.019052566960453987, -0.2599181532859802, 0.4998641610145569, -0.056975316256284714, 0.08080536872148514, 0.19266553223133087, 0.10441756248474121, -0.4086187183856964, 0.2965405285358429, 0.2637031376361847, 0.09944440424442291, 0.15986765921115875, -0.04435022547841072, 0.03243976831436157, -0.22709810733795166, -0.06844638288021088, 0.2953021228313446, -0.12719693779945374, -0.17911213636398315, -0.23766067624092102, -0.24631479382514954, -0.15405794978141785, -0.22435630857944489, 0.14932212233543396, -0.23896858096122742, 0.00416086008772254, 0.1479337513446808, -0.0453430637717247, 0.20955711603164673, -0.056016482412815094, 0.15306344628334045, 0.0966501235961914, 0.2489422708749771, 0.10135986655950546, 0.02819606103003025, -0.1029171422123909, -0.091227687895298, 0.15611013770103455, 0.5331388115882874, 0.06763080507516861, -0.534060537815094, -0.043917205184698105, -0.6457017064094543, -0.3880886137485504, -0.006131433416157961, 0.025197863578796387, -0.22038181126117706, 0.3035518229007721, 0.1483691930770874, -0.03567243739962578, 0.1806417852640152, 0.0565691739320755, -0.24937614798545837, 0.20533795654773712, -0.05929955840110779, -0.2565060257911682, -0.17270104587078094, -0.060581501573324203, 0.11270859092473984, 0.19638758897781372, 0.337455153465271, 0.19036029279232025, 0.03199062868952751, -0.5164238810539246, -0.10750013589859009, -0.6067906618118286, -0.17429937422275543, -0.36646178364753723, 0.11015687137842178, -0.14061248302459717, -0.12836740911006927, -0.37109124660491943, 0.5396468043327332, 0.5469019412994385, -0.041467443108558655, 0.0006811296916566789, 0.49587592482566833, -0.16796059906482697, 0.009339047595858574, 0.49433764815330505, 0.11272434145212173, 0.2576557397842407, -0.15609700977802277, 0.05972417816519737, 0.5640111565589905, 0.586849570274353, -0.0015804037684574723]"
95,"[0.35027575492858887, 0.33391398191452026, -0.1982126086950302, 0.42760786414146423, -0.1659117043018341, 0.22992686927318573, 0.16819417476654053, 0.24397537112236023, -0.2296050786972046, -0.295953631401062, -0.424543559551239, 0.02027052640914917, -0.04001101106405258, -0.07715893536806107, -0.12013450264930725, -0.16657865047454834, 0.05992657691240311, 0.37225356698036194, 0.12385454028844833, -0.3179824650287628, -0.797896683216095, 0.06758514046669006, 0.321088969707489, 0.12017294019460678, -0.19403457641601562, -0.18987897038459778, 0.25770896673202515, 0.11483835428953171, -0.0929584950208664, -0.26159778237342834, -0.07874596863985062, -0.4077657461166382, -0.1156749352812767, -0.06852099299430847, -0.1677337884902954, -0.017017073929309845, -0.10449443012475967, -0.13630282878875732, 0.17046119272708893, -0.07424667477607727, -0.3371180295944214, -0.34063953161239624, 0.3078824281692505, -0.15381810069084167, 0.2135704755783081, -0.1671389788389206, 0.29464471340179443, -0.024884052574634552, -0.5234630703926086, 0.16176725924015045, -0.10664296895265579, 0.4351901412010193, 0.09244915097951889, -0.15818841755390167, 0.1869402974843979, -0.01458987407386303, -0.07074601203203201, 0.44574329257011414, 0.08344318717718124, 0.16592948138713837, -0.016413619741797447, 0.42636585235595703, 0.48640769720077515, 0.15075670182704926, 0.42220181226730347, -0.19134894013404846, -0.43569380044937134, 0.5051261782646179, -0.3263322412967682, -0.025634611025452614, -0.10339471697807312, 0.23717929422855377, -0.08844691514968872, 0.5016376972198486, 0.2637113928794861, -0.24504351615905762, 0.0305031705647707, -0.17556901276111603, 0.14463628828525543, 0.3627149760723114, 0.23551134765148163, -0.2897198498249054, -0.4625042974948883, -0.41929325461387634, 0.009166059084236622, 0.036995675414800644, 0.3701224625110626, 0.08106337487697601, 0.01722538098692894, 0.3259895145893097, -0.21040114760398865, 0.017514459788799286, 0.5192888379096985, -0.19147516787052155, -0.19513839483261108, -0.05399704724550247, -0.11539498716592789, 0.2084222286939621, -0.18263009190559387, -0.2710207402706146]"
105,"[-0.0745348334312439, -0.06419024616479874, -0.08220353722572327, -0.023610644042491913, -0.25329965353012085, -0.08819008618593216, 0.008150863461196423, 0.25944772362709045, 0.15790943801403046, -0.23352143168449402, -0.12232180684804916, 0.2879127860069275, -0.14043408632278442, -0.19970901310443878, 0.2652660608291626, -0.28403720259666443, 0.1463685780763626, 0.019851479679346085, 0.3210955262184143, 0.11214163154363632, -0.1954437643289566, -0.12474451959133148, 0.3087882399559021, 0.07447359710931778, -0.3552097678184509, 0.155650332570076, 0.16745993494987488, 0.13655626773834229, -0.428707093000412, -0.07941849529743195, 0.06969870626926422, -0.029292676597833633, -0.10309256613254547, 0.4104588031768799, 0.3801845610141754, -0.21827436983585358, 0.0785771906375885, -0.37888917326927185, 0.35176658630371094, 0.1397385448217392, -0.022317474707961082, 0.2343229353427887, -0.3194659650325775, 0.007410257123410702, 0.11927611380815506, -0.45684128999710083, 0.1408739984035492, 0.17116129398345947, -0.2571588158607483, 0.24662186205387115, -0.38386237621307373, -0.00386999873444438, 0.4070976674556732, -0.13223880529403687, -0.16929204761981964, -0.2867390513420105, -0.13637283444404602, 0.03542078286409378, -0.23646433651447296, 0.19600747525691986, -0.14164790511131287, 0.07475557923316956, -0.031540028750896454, 0.05133386328816414, 0.07035316526889801, 0.11094324290752411, 0.054733533412218094, -0.24241209030151367, -0.24780848622322083, -0.06037545204162598, 0.3364304304122925, -0.21867388486862183, 0.038781002163887024, 0.1417972594499588, -0.11049924045801163, -0.21558350324630737, -0.07166463881731033, -0.08034277707338333, -0.3681831955909729, -0.2447485625743866, -0.4649352431297302, -0.022550033405423164, -0.12857285141944885, -0.11851382255554199, -0.008873152546584606, 0.20629486441612244, 0.3809274137020111, -0.025936082005500793, 0.026324475184082985, 0.01768508553504944, -0.0829903781414032, -0.04784141480922699, 0.007131599821150303, -0.2723936438560486, 0.030764317139983177, 0.10266299545764923, 0.22662344574928284, 0.0952991172671318, 0.2036582976579666, 0.2018716037273407]"
115,"[-0.39041826128959656, -0.17379119992256165, 0.0904029980301857, 0.034442100673913956, 0.02026684768497944, 0.14843003451824188, 0.32284602522850037, 0.10832089185714722, -0.04640618711709976, -0.28760746121406555, -0.5588777661323547, 0.05480833351612091, -0.06495054811239243, -0.0491703636944294, -0.1213577538728714, -0.11949801445007324, -0.16920170187950134, -0.09349222481250763, -0.13091732561588287, -0.35671645402908325, 0.06343105435371399, 0.22512038052082062, -0.07730486243963242, -0.1264185756444931, -0.4661516547203064, 0.21528160572052002, 0.10308380424976349, 0.09983470290899277, 0.3336119055747986, 0.24116499722003937, 0.03411267697811127, -0.034179043024778366, -0.17017792165279388, 0.30594754219055176, -0.05648580566048622, -0.5527195930480957, 0.2439780980348587, 0.09925325959920883, 0.05177680030465126, -0.015470311976969242, 0.05494255945086479, -0.10795154422521591, 0.03499018773436546, 0.053730323910713196, -0.11151769012212753, 0.06075587496161461, 0.20054276287555695, 0.3114314079284668, -0.05326277017593384, 0.5558139681816101, -0.34761929512023926, 0.11477837711572647, -0.09479235112667084, -0.5036538243293762, 0.1702209860086441, -0.16704660654067993, -0.06445290148258209, 0.22014285624027252, -0.2580054998397827, -0.22319312393665314, -0.1958446502685547, 0.0175434872508049, 0.2370864450931549, -0.2809450924396515, -0.05905147269368172, 0.10347633063793182, -0.1938292533159256, 0.04157106950879097, -0.2672184109687805, -0.0023611406795680523, 0.34783607721328735, -0.018225355073809624, -0.1514027863740921, 0.2517470717430115, -0.18734000623226166, 0.050375476479530334, 0.08604831993579865, -0.25356075167655945, 0.08779396116733551, 0.007594310212880373, -0.23880906403064728, 0.037138063460588455, -0.1307295262813568, 0.122869111597538, -0.053688179701566696, -0.2087567299604416, 0.012996435165405273, 0.10554347932338715, -0.18423616886138916, -0.1539435237646103, 0.0562608577311039, 0.2371847778558731, -0.015958210453391075, 0.048976123332977295, 0.16913995146751404, -0.02309778705239296, 0.00459546921774745, 0.3250425159931183, 0.02883966453373432, 0.17510345578193665]"
125,"[0.3657535910606384, -0.0959177017211914, 0.3488101661205292, -0.15173347294330597, -0.12349274009466171, 0.07787935435771942, -0.054283250123262405, -0.13763843476772308, 0.12042844295501709, -0.0667906403541565, -0.20867711305618286, 0.46854889392852783, -0.0773705393075943, -0.4567231237888336, 0.08791182190179825, 0.34907957911491394, -0.223280668258667, 0.5296231508255005, 0.13914236426353455, -0.17928960919380188, -0.16387170553207397, 0.11628381907939911, -0.2205495685338974, -0.22269314527511597, 0.10296693444252014, 0.6628317832946777, 0.2799154222011566, 0.3424595594406128, 0.043799273669719696, -0.4832819104194641, 0.018478315323591232, 0.041550830006599426, -0.10496561974287033, -0.252002090215683, 0.37790748476982117, -0.16682696342468262, 0.43291720747947693, -0.9300826191902161, -0.3727366626262665, 0.04961511865258217, -0.09140774607658386, 0.17865149676799774, -0.15761415660381317, -0.056262943893671036, -0.009397981688380241, -0.26761600375175476, 0.4348694384098053, 0.40990927815437317, -0.057054683566093445, -0.24868059158325195, 0.4286457300186157, 0.23098519444465637, 0.019717710092663765, 0.3012731075286865, 0.45465412735939026, -0.23406420648097992, -0.22416239976882935, 0.007811869028955698, -0.45384708046913147, -0.11481981724500656, 0.0762973353266716, 0.28267720341682434, -0.2085196077823639, 0.03741750121116638, 0.4030972421169281, 0.2797015607357025, 0.34473085403442383, 0.15096008777618408, 0.03323667123913765, 0.48497462272644043, -0.2893296182155609, 0.06181428208947182, -0.07031086087226868, 0.17451125383377075, 0.428340345621109, -0.19820146262645721, -0.1934717744588852, 0.36991769075393677, -0.08828049153089523, 0.6735336780548096, -0.024187486618757248, 0.20353208482265472, -0.13613831996917725, 0.2050907462835312, 0.2861058712005615, -0.010653912089765072, 0.06654416769742966, 0.7873697876930237, -0.26888781785964966, -0.3738698959350586, 0.16697609424591064, -0.42778319120407104, 0.6068174839019775, 0.16543307900428772, 0.055648647248744965, 0.7081818580627441, 0.3755720853805542, 0.020754169672727585, 0.5350664258003235, 0.08918945491313934]"
135,"[0.13960400223731995, -0.11239726096391678, -0.028625573962926865, -0.058869924396276474, 0.5438944101333618, 0.2162047177553177, 0.4513458013534546, -0.24084453284740448, -0.3128330111503601, 0.02886454574763775, -0.03008214756846428, 0.41404101252555847, -0.22782522439956665, -0.040708668529987335, 0.023285536095499992, -0.10216102004051208, 0.07814043760299683, 0.32395052909851074, 0.2214474380016327, -0.10418035089969635, -0.42279621958732605, 0.30185699462890625, -0.03838802129030228, 0.00768283661454916, -0.043843384832143784, -0.12370448559522629, 0.05121424049139023, 0.15116214752197266, -0.09764048457145691, 0.07755639404058456, 0.26647382974624634, -0.20627713203430176, 0.1457713395357132, 0.08741418272256851, 0.09021283686161041, -0.2647896409034729, 0.00046640189248137176, 0.0695464015007019, -0.03818457946181297, -0.00844152458012104, 0.062764011323452, -0.016535524278879166, -0.009557749144732952, 0.2656223475933075, -0.06326182931661606, 0.14615404605865479, 0.18363909423351288, -0.3756939470767975, -0.06661584973335266, 0.2806498110294342, -0.2029469758272171, -0.34068024158477783, 0.19634346663951874, -0.21945329010486603, 0.014735567383468151, -0.4045596718788147, -0.20381467044353485, 0.10619658976793289, 0.18312746286392212, -0.011922340840101242, -0.10597457736730576, 0.05030921474099159, -0.020040221512317657, 0.33588460087776184, -0.33076047897338867, -0.1213894933462143, -0.2784481942653656, -0.17061956226825714, 0.032625168561935425, -0.12680765986442566, 0.28377681970596313, -0.04275785759091377, -0.5321517586708069, -0.07772508263587952, -0.24848122894763947, -0.021973738446831703, -0.19862711429595947, 0.24176163971424103, -0.2023039162158966, -0.2613094449043274, -0.37823590636253357, 0.028786133974790573, 0.0562291145324707, -0.46741893887519836, -0.02138042077422142, -0.2540397047996521, 0.31320351362228394, 0.02521510049700737, 0.11236604303121567, -0.233708456158638, 0.2529037594795227, 0.02255360037088394, 0.06811995804309845, 0.2791462242603302, -0.1403762549161911, -0.2132672518491745, 0.13107234239578247, 0.0768573209643364, 0.0006566403317265213, 0.08349496126174927]"
145,"[-0.417956680059433, -0.3731706738471985, 0.23217883706092834, 0.596177339553833, -0.06251431256532669, -0.1012493222951889, -0.07882867753505707, 0.25403377413749695, 0.017059804871678352, 0.0672399178147316, -0.16670089960098267, 0.3203560411930084, 0.1173258125782013, -0.3750756084918976, -0.26382380723953247, 0.39276736974716187, 0.3112017810344696, 0.23585328459739685, -0.324248731136322, -0.3162028193473816, -0.2483474612236023, 0.05106963962316513, 0.272968590259552, 0.1681213676929474, 0.2300022542476654, 0.10054714232683182, 0.14799505472183228, 0.06716436892747879, 0.0027258486952632666, 0.22635768353939056, -0.3107069730758667, -0.10799389332532883, -0.12750306725502014, 0.2979852557182312, -0.13792051374912262, -0.011785289272665977, -0.45121368765830994, -0.11842842400074005, -0.3828405737876892, -0.05512808635830879, 0.00788704864680767, 0.1490166336297989, -0.023710323497653008, -0.29781556129455566, -0.24926835298538208, 0.016747690737247467, -0.04785824194550514, 0.10606099665164948, -0.018066829070448875, 0.5134618282318115, 0.2280709445476532, -0.0741933137178421, 0.23595720529556274, -0.22988958656787872, -0.02939845621585846, -0.10676946491003036, -0.05360880494117737, 0.1947476714849472, -0.22041738033294678, 0.31777170300483704, -0.19327972829341888, -0.17323513329029083, -0.20505794882774353, 0.5437102913856506, 0.2636321485042572, -0.18778488039970398, 0.151236429810524, -0.46079522371292114, -0.06502039730548859, -0.18220439553260803, 0.04652891680598259, -0.02117151767015457, 0.07041676342487335, -0.060680437833070755, -0.42329275608062744, -0.4874690771102905, -0.3214225769042969, 0.24074386060237885, -0.0866929218173027, 0.2992243468761444, -0.15545643866062164, -0.29624685645103455, -0.35793039202690125, 0.12291843444108963, 0.4894599914550781, 0.0407339446246624, 0.5845377445220947, 0.07321516424417496, -0.6141716837882996, 0.007407352328300476, 0.07994099706411362, 0.12276946753263474, 0.17144788801670074, 0.15708249807357788, -0.3455168306827545, -0.2712756395339966, -0.4783271253108978, 0.48647478222846985, -0.1322837769985199, 0.06407143175601959]"
6,"[0.3705931305885315, -0.2294539213180542, -0.2825997471809387, -0.2806559205055237, 0.18357792496681213, 0.42231032252311707, 0.5684059858322144, -0.27548474073410034, -0.36062517762184143, 0.28946247696876526, 0.16920770704746246, 0.5091005563735962, -0.7407974600791931, -0.19704830646514893, 0.8739036321640015, -0.22768080234527588, 0.29877156019210815, 0.4505278170108795, -0.14659354090690613, 0.22104889154434204, -0.13909469544887543, -0.15156398713588715, -0.23043225705623627, -0.11539959162473679, 0.10933786630630493, -0.45956355333328247, -0.1606866717338562, -0.35377031564712524, 0.26047855615615845, -0.19989070296287537, 0.5518086552619934, 0.11813102662563324, 0.41135358810424805, -0.10242556780576706, 0.08806711435317993, -0.1438235491514206, -0.3295101821422577, -0.037298452109098434, 0.24610547721385956, -0.3448227345943451, 0.27518343925476074, 0.21772895753383636, 0.5306496620178223, 0.13421376049518585, 0.1639733463525772, -0.13153626024723053, 0.39923739433288574, 0.30183276534080505, 0.004759222734719515, 0.25710955262184143, -0.3975834846496582, -0.31844744086265564, -0.014500969089567661, 0.4227188527584076, -0.25022968649864197, -0.3177115023136139, -0.07369697093963623, 0.07395657896995544, -0.12557485699653625, -0.13670161366462708, 0.17489847540855408, 0.262164831161499, 0.014109525829553604, 0.3284500241279602, 0.3784045875072479, -0.42871081829071045, 0.47565409541130066, -0.21957433223724365, 0.13573087751865387, 0.5005925893783569, 0.3693767488002777, -0.028581611812114716, -0.19041107594966888, -0.0005649852682836354, 0.6422770023345947, -0.1851958930492401, 0.12801946699619293, 0.6350467801094055, 0.35013118386268616, -0.062499843537807465, -0.12195488065481186, -0.07306186109781265, 0.11386308819055557, 0.25036191940307617, 0.2103365808725357, -0.617475152015686, -0.23018552362918854, 0.47222113609313965, -0.08308273553848267, 0.1306108683347702, 0.3112429678440094, 0.19679774343967438, 0.10972156375646591, -0.5381805300712585, 0.07563772052526474, -0.3119994103908539, 0.47187694907188416, -0.11492215842008591, -0.016292385756969452, 0.1400863379240036]"
16,"[0.25090456008911133, -0.2442440539598465, 0.20092017948627472, 0.08168647438287735, 0.3392152786254883, 0.22868618369102478, 0.1812705099582672, 0.3381059467792511, 0.18932530283927917, -0.062222953885793686, -0.09574941545724869, 0.34476807713508606, 0.2638716995716095, -0.12825073301792145, 0.20735743641853333, -0.014778947457671165, 0.0115713095292449, 0.10376855731010437, 0.001557887066155672, 0.28822052478790283, 0.25402554869651794, 0.14138180017471313, -0.19573162496089935, -0.1560983955860138, -0.13813209533691406, -0.05636844038963318, 0.09143614023923874, 0.008044105023145676, -0.3276982307434082, 0.14449115097522736, -0.12928931415081024, -0.22110682725906372, 0.11830995976924896, 0.4776100814342499, -0.09588808566331863, 0.05770813301205635, 0.08416149020195007, -0.16106708347797394, 0.10778339952230453, 0.22036676108837128, 0.002882629167288542, -0.25138047337532043, 0.15278410911560059, -0.12154059112071991, -0.023946678265929222, -0.08102821558713913, -0.05122118443250656, 0.02517649717628956, 0.03740010783076286, 0.2689472436904907, 0.10715842247009277, 0.08643557876348495, 0.018383005633950233, 0.22849403321743011, 0.028330113738775253, 0.24039576947689056, -0.11813197284936905, 0.09796017408370972, 0.18156029284000397, -0.16011132299900055, -0.1668483316898346, -0.12988300621509552, 0.2993408143520355, 0.07616981118917465, -0.20956403017044067, 0.16080573201179504, 0.0666906014084816, -0.06620519608259201, 0.08841991424560547, 0.03827979788184166, 0.09817973524332047, -0.017434876412153244, -0.06880922615528107, -0.18792574107646942, 0.1889750063419342, 0.05037709325551987, 0.1547231674194336, -0.10427603125572205, -0.15654578804969788, 0.21299807727336884, -0.2209073305130005, -0.19195277988910675, 0.05622921884059906, 0.2621609568595886, -0.2420864999294281, -0.060243237763643265, 0.1427973210811615, -0.12143348902463913, 0.095246821641922, 0.29699796438217163, -0.20153945684432983, -0.037883054465055466, 0.4800126552581787, 0.1544327437877655, 0.017520030960440636, -0.4686526954174042, 0.09292792528867722, 0.11987543851137161, -0.18182362616062164, 0.10408301651477814]"
26,"[0.19151714444160461, -0.011051946319639683, 0.536653459072113, 0.4518483579158783, -0.536238431930542, 0.2812260091304779, 0.4409237802028656, -0.15859021246433258, -0.21771839261054993, -0.1626308411359787, 0.1856442391872406, 0.08268684893846512, -0.30965113639831543, -0.45935070514678955, -0.6421035528182983, 0.027109874412417412, 0.3531688153743744, 0.04591422155499458, 0.5625036954879761, -0.46462082862854004, -0.2857781946659088, 0.05468309298157692, -0.17681437730789185, 0.14268991351127625, 0.21775522828102112, 0.2513591945171356, 0.6208832859992981, -0.060394901782274246, -0.23017309606075287, 0.3673681616783142, -0.18738986551761627, -0.37673285603523254, -0.34810957312583923, 0.37434229254722595, 0.2979104518890381, -0.11783920973539352, 0.06088585779070854, 0.405974417924881, 0.142942875623703, 0.07360602170228958, 0.07945555448532104, -0.1501278132200241, 0.20928232371807098, -0.09820432960987091, -0.47220155596733093, -0.4617171883583069, -0.30001208186149597, -0.05470918491482735, 0.018114648759365082, 0.31589749455451965, -0.1277226060628891, -0.11620194464921951, 0.10708697140216827, -0.2416158765554428, 0.26648882031440735, -0.1615746170282364, -0.14209413528442383, 0.04374024271965027, -0.1586698442697525, 0.15424175560474396, 0.09686565399169922, -0.24552108347415924, -0.12531541287899017, 0.12592312693595886, -0.15753096342086792, -0.27939507365226746, -0.3368551731109619, -0.2114979475736618, 0.48946523666381836, -0.07396601885557175, 0.27971819043159485, 0.16534413397312164, 0.2435452938079834, 0.1422545313835144, -0.03690068796277046, -0.36788374185562134, 0.4655460715293884, 0.2772347331047058, -0.5127790570259094, 0.24626411497592926, 0.16092950105667114, -0.300979882478714, 0.0075342063792049885, 0.036953214555978775, -0.3876599371433258, -0.15609420835971832, 0.03244860842823982, -0.08963049203157425, -0.0871681496500969, -0.04371418058872223, -0.3489885926246643, 0.15024861693382263, -0.05124279856681824, 0.05786415934562683, 0.03581638261675835, 0.16318276524543762, 0.33907175064086914, -0.27574363350868225, 0.47681236267089844, -0.15368656814098358]"
36,"[0.06625944375991821, -0.2413225620985031, 0.26376092433929443, 0.027070503681898117, 0.3507230877876282, 0.34210333228111267, 0.1367998719215393, 0.09618692845106125, -0.47639650106430054, 0.16843514144420624, -0.04923715814948082, -0.06688357144594193, -0.13620826601982117, -0.3356176018714905, -9.6518786449451e-05, -0.007356348913162947, 0.01782279647886753, -0.11750318855047226, 0.31555789709091187, -0.4275156259536743, -0.2845403254032135, 0.1721070110797882, 0.10539109259843826, -0.08936560153961182, 0.26144513487815857, 0.4132204055786133, -0.0009592476417310536, 0.37202656269073486, -0.08541569113731384, 0.139386847615242, -0.13601693511009216, -0.1068926528096199, 0.20609360933303833, 0.438896507024765, 0.015277774073183537, -0.0874544084072113, 0.22642607986927032, -0.004548052791506052, -0.002604408422484994, 0.3387022316455841, 0.22622710466384888, 0.10257867723703384, -0.006147842388600111, 0.10880017280578613, 0.018558261916041374, -0.13243050873279572, -0.11683081835508347, 0.5079084038734436, -0.15311434864997864, -0.10655154287815094, -0.5522314310073853, 0.2026607245206833, -0.3211781084537506, -0.21211419999599457, -0.049996353685855865, -0.04902801290154457, 0.02856038324534893, -0.2832588851451874, -0.13514481484889984, -0.07535908371210098, -0.23426790535449982, -0.14143617451190948, -0.1826992630958557, -0.11208941787481308, -0.07772591710090637, 0.07500042766332626, 0.08152012526988983, 0.24947305023670197, -0.5477474331855774, -0.13014443218708038, -0.19120575487613678, -0.0746750459074974, -0.115219347178936, -0.07696667313575745, -0.1287870556116104, -0.6060317754745483, -0.17078299820423126, 0.1494981050491333, 0.0505693182349205, -0.13993364572525024, -0.24751266837120056, 0.11365891993045807, -0.1519278585910797, -0.17394325137138367, 0.11797031760215759, 0.011792454868555069, 0.07729461789131165, -0.09596198052167892, 0.3767927289009094, 0.0389762707054615, -0.2747702896595001, -0.3958020806312561, 0.2070319503545761, 0.3972354829311371, -0.23217009007930756, -0.14779141545295715, -0.1080888956785202, 0.19307474792003632, 0.07317573577165604, 0.22265015542507172]"
46,"[-0.17578786611557007, -0.21455241739749908, 0.18019048869609833, 0.32298991084098816, 0.11277803778648376, 0.5670532584190369, 0.3848934769630432, 0.2833867073059082, 0.005742604844272137, -0.04485677182674408, -0.11598031967878342, 0.16026489436626434, -0.21362203359603882, -0.22847673296928406, -0.1937979757785797, 0.23804971575737, -0.2053634375333786, -0.1014847606420517, -0.184032142162323, -0.24943512678146362, -0.22173024713993073, -0.2582363784313202, 0.31374067068099976, 0.08371378481388092, 0.1264306753873825, -0.17917755246162415, 0.5852876901626587, 0.3409290313720703, -0.1081114187836647, 0.19179870188236237, 0.6328608393669128, -0.23818375170230865, -0.3433888256549835, 0.1639457792043686, -0.265575647354126, 0.1188679113984108, -0.35840803384780884, -0.5255823731422424, -0.5390907526016235, 0.7616440653800964, -0.13018475472927094, 0.3374825716018677, -0.3968057334423065, 0.2639613151550293, -0.06665065884590149, 0.5891221165657043, 0.2633258104324341, 0.09453227370977402, 0.14814898371696472, 0.2152998447418213, -0.22163403034210205, -0.13323622941970825, -0.3466581404209137, -0.002535133855417371, 0.24245961010456085, -0.4142959415912628, -0.08547840267419815, 0.008584734052419662, -0.1276225447654724, 0.4762183427810669, 0.19789668917655945, 0.2725812792778015, -0.020583484321832657, 0.383413165807724, 0.011592305265367031, -0.1610220968723297, -0.31288281083106995, 0.2035839855670929, -0.22277140617370605, 0.14999337494373322, 0.0071138073690235615, -0.054722514003515244, -0.18472634255886078, 0.06003892421722412, 0.12251610308885574, -0.04880490526556969, 0.24087482690811157, 0.16654248535633087, -0.19462820887565613, 0.1834736466407776, 0.05147016793489456, -0.07129184901714325, -0.041541311889886856, -0.01726163551211357, -0.5122189521789551, -0.16097846627235413, 0.26089024543762207, -0.014754378236830235, 0.1224498301744461, 0.6439030170440674, 0.054451409727334976, -0.5097746849060059, -0.05902159959077835, 0.09760497510433197, 0.021624036133289337, -0.2838593125343323, 0.2337978333234787, 0.05621436983346939, -0.0630793645977974, -0.13382433354854584]"
56,"[0.006274531129747629, 0.13674110174179077, 0.925117015838623, 0.3070409297943115, -0.007708885241299868, 0.19727280735969543, 0.2683284878730774, -0.0135491993278265, -0.5658648610115051, 0.2562306523323059, -0.061585843563079834, 0.3005969524383545, -0.13373726606369019, 0.24664928019046783, -0.22982609272003174, -0.2801138460636139, -0.15333525836467743, 0.6522039771080017, -0.05983889475464821, 0.032298099249601364, -0.38829514384269714, -0.3230442702770233, -0.4603586494922638, 0.040774326771497726, -0.4616178274154663, -0.09018967300653458, 0.29675400257110596, 0.17685581743717194, 0.4465891420841217, 0.271090567111969, -0.009701555594801903, 0.042763181030750275, -0.018060818314552307, 0.07534991949796677, 0.5943273901939392, 0.48735272884368896, 0.16599228978157043, -0.07198172062635422, 0.15982139110565186, 0.13168689608573914, -0.1761428564786911, 0.23939791321754456, -0.18724390864372253, 0.520135760307312, 0.1357882022857666, -0.03196629136800766, 0.5268548130989075, 0.1674129068851471, -0.3650769591331482, 0.22344928979873657, 0.020826071500778198, -0.3245312571525574, -0.053097788244485855, -0.22481004893779755, -0.4275532066822052, 0.03244253247976303, -0.021482296288013458, 0.13689568638801575, 0.7264679670333862, 0.6320441365242004, 0.14459139108657837, -0.2270117998123169, -0.18005916476249695, 0.4178394377231598, 0.366928368806839, -0.15071223676204681, -0.014158012345433235, -0.026007479056715965, -0.10667437314987183, -0.024492980912327766, 0.18533779680728912, 0.08799660950899124, 0.0935763567686081, 0.28815099596977234, -0.10736216604709625, -0.5850386023521423, 0.39877328276634216, -0.017460310831665993, 0.1508767008781433, -0.017784245312213898, 0.0004456820897758007, 0.10036788135766983, -0.03994647040963173, 0.7173184156417847, -0.33029067516326904, 0.22192040085792542, 0.3822820484638214, 0.01756046898663044, -0.09137366712093353, -0.16173134744167328, -0.10849425941705704, -0.28056958317756653, 0.5665739178657532, 0.20829878747463226, -0.12047841399908066, 0.47658416628837585, -0.16374126076698303, 0.4821365773677826, -0.019480833783745766, 0.022933809086680412]"
