itemId,embedding
1031,"[0.03566610813140869, 0.168959379196167, -0.22911706566810608, -0.3960995078086853, 0.030507782474160194, 0.09407117962837219, 0.3320518434047699, 0.112049899995327, -0.1356348991394043, -0.2873348593711853, -0.12471399456262589, 0.15161600708961487, -0.1908549666404724, 0.26214656233787537, -0.11710774898529053, -0.1575787216424942, -0.14472757279872894, -0.24083228409290314, -0.2874942123889923, -0.0901796966791153, -0.07441933453083038, 0.05219588056206703, 0.12082400172948837, -0.031081316992640495, -0.07630632817745209, -0.2963991165161133, 0.10441350191831589, 0.2191857397556305, 0.2101457566022873, -0.08945410698652267, 0.004254027735441923, 0.2187657356262207, -0.28270116448402405, 0.1367407739162445, -0.05576910823583603, -0.09479143470525742, 0.029874753206968307, 0.018831105902791023, -0.022868093103170395, -0.09229937195777893, -0.0007814173586666584, -0.11139081418514252, -0.14213882386684418, -0.02983284741640091, -0.2639774680137634, -0.02610526792705059, -0.025485772639513016, 0.3978284001350403, -0.11992637068033218, -0.42366519570350647, 0.0011553793447092175, 0.4087088108062744, -0.1523643285036087, -0.03331654518842697, -0.11651760339736938, 0.16001909971237183, 0.13859149813652039, 0.08363943547010422, -0.0969429612159729, -0.13434761762619019, -0.22858858108520508, -0.36263811588287354, 0.2430855929851532, -0.2804774343967438, -0.1000775620341301, 0.032800134271383286, -0.24567751586437225, 0.2944991886615753, -0.20238003134727478, -0.1163264662027359, 0.006340865511447191, 0.017903905361890793, -0.12163066864013672, -0.3679753541946411, -0.14544792473316193, -0.2611823081970215, 0.1600612848997116, 0.013052230700850487, -0.28846147656440735, -0.1930968463420868, -0.13051940500736237, -0.21631290018558502, 0.16628211736679077, -0.036111533641815186, 0.049722954630851746, -0.19745004177093506, -0.30389463901519775, -0.03134049475193024, 0.47116443514823914, -0.0577852725982666, 0.29783228039741516, -0.22560755908489227, -0.263458251953125, 0.025987932458519936, 0.15703324973583221, 0.08870013058185577, -0.14079549908638, -0.014808750711381435, 0.005786343477666378, -0.15789124369621277]"
1032,"[0.2599908411502838, 0.3631856441497803, -0.21994583308696747, -0.6750867366790771, -0.13718262314796448, 0.19769182801246643, 0.19859901070594788, 0.19009609520435333, -0.15066449344158173, -0.2326366901397705, -0.038121297955513, 0.02987566776573658, -0.07564333081245422, 0.24949999153614044, 0.01335196290165186, -0.2688165009021759, -0.34379151463508606, -0.23466825485229492, -0.11290650814771652, -0.21105651557445526, -0.07016424834728241, 0.030447013676166534, 0.18007111549377441, 0.20645366609096527, 0.2785196900367737, -0.09528249502182007, -0.16430775821208954, 0.4142461121082306, 0.38534972071647644, 0.14764422178268433, -0.09986153244972229, 0.3320319950580597, 0.054012492299079895, 0.017176084220409393, -0.04538128525018692, 0.2704140543937683, -0.09827037900686264, -0.22991862893104553, -0.0019443193450570107, -0.2028738409280777, -0.19947806000709534, -0.05321059003472328, -0.07007458806037903, -0.2531026601791382, -0.10137961804866791, 0.07907839119434357, -0.16450951993465424, 0.21548764407634735, -0.19670967757701874, -0.6688014268875122, 0.21079948544502258, 0.4525870680809021, -0.32029879093170166, -0.04643678292632103, 0.07221193611621857, -0.1397155076265335, 0.022238727658987045, 0.6346721649169922, -0.12579651176929474, 0.11589252203702927, -0.3875211775302887, -0.7189650535583496, -0.027060389518737793, 0.08245767652988434, -0.2146611511707306, -0.11979685723781586, 0.11419924348592758, -0.36685726046562195, -0.025678953155875206, -0.13061167299747467, -0.13837844133377075, 0.17749649286270142, -0.03510341793298721, -0.13884805142879486, -0.34772804379463196, -0.08379293978214264, 0.3719302713871002, -0.09795387089252472, -0.6454421281814575, -0.12235299497842789, -0.4499272406101227, 0.054107051342725754, 0.16903620958328247, -0.015404234640300274, -0.13205501437187195, -0.2463279813528061, -0.28661367297172546, -0.01126258634030819, 0.3864671587944031, 0.0861910879611969, 0.5394286513328552, -0.1182563528418541, -0.21687839925289154, -0.22122418880462646, 0.16437159478664398, 0.06436940282583237, -0.1443004161119461, 0.09379032999277115, 0.01417230349034071, -0.24371851980686188]"
1033,"[0.4144188463687897, 0.252236932516098, -0.2430073618888855, 0.08231894671916962, 0.09613042324781418, 0.25959494709968567, -0.08006737381219864, -0.13951610028743744, -0.10935123264789581, -0.2809150516986847, 0.21655923128128052, -0.02556256391108036, 0.014357984997332096, 0.17711247503757477, 0.15140694379806519, -0.2772824466228485, 0.3741610050201416, -0.4050433933734894, -0.6426597833633423, -0.26310691237449646, -0.260740727186203, -0.051350414752960205, 0.25338566303253174, 0.1125870943069458, -0.33632293343544006, -0.094129778444767, 0.3315180242061615, 0.4662906229496002, 0.634494960308075, 0.14864683151245117, -0.3634878993034363, -0.08359154313802719, -0.06388802081346512, 0.5272648334503174, 0.08388139307498932, -0.5451126098632812, 0.058745309710502625, 0.04218001291155815, 0.13259194791316986, -0.09029780328273773, 0.0008824258111417294, -0.5399604439735413, -0.4159661829471588, 0.5046440958976746, -0.21779267489910126, 0.01074835006147623, 0.19291822612285614, 0.155113086104393, 0.4531673789024353, -0.040392033755779266, -0.4316670298576355, 0.5059551000595093, -0.09174221009016037, -0.027297422289848328, 0.6877988576889038, 0.1026456356048584, -0.2566855251789093, 0.6432251334190369, -0.10302664339542389, -0.4450983703136444, -0.474813312292099, -0.24971982836723328, -0.46890902519226074, 0.3913532793521881, -0.3819512128829956, -0.0829804390668869, -0.323692262172699, 0.3277534544467926, -0.2866309881210327, -0.7405422329902649, -0.2896972596645355, -0.496780663728714, 0.2477557212114334, 0.0797191932797432, -0.1547979712486267, -0.2638019323348999, 0.07340552657842636, -0.2648865580558777, -0.3867543935775757, -0.5511251091957092, 0.12455331534147263, 0.354500412940979, 0.18100669980049133, -0.45002931356430054, -0.3480100929737091, -0.3081054985523224, -0.5661969184875488, -0.232131227850914, 0.3835107982158661, -0.30667105317115784, 0.4673272967338562, -0.1279923915863037, -0.862080454826355, -0.17595107853412628, 0.5250756740570068, 0.4190489947795868, -0.189693883061409, -0.22622625529766083, -0.10858669877052307, -0.29226040840148926]"
1034,"[-0.03916540369391441, -0.14436577260494232, 0.1770438849925995, 0.061432965099811554, -0.10984531044960022, 0.0389392226934433, 0.06689201295375824, -0.05154741555452347, -0.24709737300872803, -0.7229355573654175, -0.17788124084472656, 0.49311888217926025, -0.12600333988666534, 0.24244877696037292, -0.23081013560295105, -0.12225455045700073, -0.09900741279125214, -0.20467203855514526, -0.13831539452075958, 0.2564593255519867, -0.4413120150566101, 0.5719395279884338, 0.6764717102050781, 0.0772729143500328, -0.23536615073680878, -0.12551173567771912, 0.15156526863574982, 0.1563468873500824, 0.05700881779193878, 0.180507630109787, 0.043903738260269165, 0.25808578729629517, -0.17243103682994843, -0.48630261421203613, 0.05971291661262512, -0.18070797622203827, 0.06244199723005295, -0.013112706132233143, 0.1604800671339035, -0.3549629747867584, 0.09883078932762146, -0.2861047387123108, -0.09625323116779327, 0.0533650703728199, -0.3743629455566406, 0.3356555998325348, -0.20287306606769562, 0.01863054558634758, -0.4677868187427521, -0.28380921483039856, -0.033886224031448364, 0.33639347553253174, -0.09415486454963684, 0.04496243968605995, -0.5189410448074341, 0.20266187191009521, 0.05904945358633995, 0.18451042473316193, -0.4139433801174164, 0.24551939964294434, -0.11483915895223618, -0.02885935828089714, -0.35015588998794556, -0.27126288414001465, -0.30949273705482483, -0.148518905043602, -0.0030362014658749104, -0.12355344742536545, -0.40274733304977417, 0.08777126669883728, 0.002588803181424737, 0.12250951677560806, -0.03998829424381256, 0.003012304427102208, -0.17254909873008728, 0.43785420060157776, 0.09656786173582077, 0.6223823428153992, 0.06175100803375244, -0.2848595678806305, -0.06965593248605728, 0.314819872379303, 0.32518598437309265, 0.013332807458937168, -0.2485809326171875, -0.44308650493621826, -0.22784270346164703, -0.06548517942428589, 0.001985630951821804, -0.03919730708003044, 0.5015989542007446, -0.09922540187835693, -0.022344663739204407, -0.10495208203792572, 0.2833617329597473, -0.07583519071340561, 0.21667104959487915, 0.10490751266479492, 0.039410050958395004, -0.2837744653224945]"
1035,"[0.24416159093379974, -0.09648691862821579, -0.4488423466682434, 0.23940694332122803, -0.2620127499103546, -0.0578390471637249, 0.06824827194213867, 0.055067870765924454, 0.21109120547771454, -0.4661564528942108, -0.0844971239566803, 0.04580531269311905, -0.3487471044063568, 0.15365023910999298, 0.3010157346725464, -0.29809996485710144, 0.581358790397644, -0.36178433895111084, 0.0966574028134346, -0.7294776439666748, -0.12076416611671448, -0.05612500384449959, 0.17226171493530273, -0.5586410760879517, -0.05841415375471115, -0.016954472288489342, -0.23322103917598724, 0.8546371459960938, -0.3750453591346741, -0.08670592308044434, 0.1720680594444275, -0.0066524893045425415, -0.17401514947414398, 0.3470538854598999, -0.12940603494644165, -0.06153544411063194, 0.2643500566482544, 0.6246009469032288, 0.0934785008430481, -0.43192994594573975, 0.0072725750505924225, 0.07438598573207855, -0.17144976556301117, -0.07352005690336227, -0.29818102717399597, -0.418413907289505, 0.5064041018486023, 0.06456177681684494, -0.751876711845398, -0.3383336067199707, -0.3470011055469513, 0.263554185628891, -0.19455976784229279, -0.057197120040655136, 0.05130534619092941, -0.005275997333228588, 0.13414998352527618, 0.4444868564605713, 0.06599847227334976, 0.14652703702449799, -0.2255905717611313, -0.034393418580293655, 0.10326316207647324, -0.7575557231903076, -0.01878167875111103, -0.36812108755111694, 0.24284732341766357, -0.19211745262145996, -0.16968467831611633, 0.11808116734027863, -0.019608577713370323, -0.5203595757484436, 0.3483463227748871, -0.46879735589027405, 0.12563617527484894, -0.0007178820669651031, 0.7039947509765625, 0.13123677670955658, 0.0992794781923294, 0.16396929323673248, -0.3075999617576599, 0.06420285254716873, -0.11789629608392715, 0.1600259244441986, -0.8441812992095947, -0.4451180696487427, 0.6459706425666809, -0.6622050404548645, -0.07611554116010666, -0.3825477957725525, 0.5479902625083923, 0.3475571572780609, -0.8388186097145081, 0.4098573327064514, 0.21842142939567566, 0.6377239227294922, -0.31653374433517456, -0.0646674782037735, 0.06435472518205643, -0.5651891827583313]"
1036,"[0.4528562128543854, 0.1483173668384552, -0.2040545642375946, -0.3639974594116211, -0.151808500289917, 0.02967105805873871, 0.5665881037712097, -0.0984664186835289, 0.14662347733974457, -0.22888468205928802, 0.004100666381418705, -0.18433555960655212, -0.7182219624519348, -0.09179133176803589, -0.6186254620552063, -0.4069545567035675, 0.018975278362631798, -0.11103540658950806, -0.36581099033355713, -0.003814807627350092, -0.31864240765571594, -0.08172472566366196, 0.01874532550573349, 0.37714555859565735, -0.3731630742549896, -0.6790232062339783, 0.039108823984861374, 0.45205751061439514, 0.07692453265190125, -0.2563188076019287, 0.020708439871668816, 0.30645695328712463, -0.4213557541370392, -4.40975054516457e-05, -0.25876134634017944, -0.10943203419446945, 0.8990110754966736, -0.20797321200370789, -0.12874652445316315, -0.039110809564590454, 0.037674903869628906, 0.054671239107847214, 0.009673448279500008, -0.13845711946487427, -0.30215728282928467, 0.07506456226110458, -0.1262495219707489, -0.025431085377931595, -0.4078870415687561, -0.2634901702404022, 0.08504172414541245, 0.35388901829719543, 0.169143944978714, -0.0025301522109657526, -0.008325203321874142, 0.7336208820343018, 0.687174916267395, 0.3349011540412903, 0.18163399398326874, -0.09026159346103668, 0.05934004485607147, -0.7157758474349976, 0.27584734559059143, 0.24704885482788086, -0.5073924660682678, -0.024982405826449394, -0.2016761153936386, -0.2769336700439453, 0.0072274585254490376, -0.28945595026016235, -0.23965628445148468, -0.26980751752853394, -0.28630486130714417, -0.5354189872741699, -0.476316899061203, -0.26083144545555115, 0.38604307174682617, -0.03221661224961281, 0.2111484557390213, -0.371482789516449, -0.23665083944797516, -0.15712524950504303, 0.36489683389663696, -0.2793891429901123, -0.2714821994304657, -0.3527817130088806, -0.3104459047317505, 0.0008662085165269673, 0.09238338470458984, -0.16513480246067047, 0.5424624085426331, 0.41831082105636597, 0.025355082005262375, 0.22504252195358276, 0.06841590255498886, 0.3545878529548645, 0.2123192697763443, 0.12700626254081726, 0.44042322039604187, -0.1870923638343811]"
1037,"[0.11262351274490356, 0.13930127024650574, -0.30839478969573975, -0.21040448546409607, 0.3277682065963745, 0.4256073236465454, 0.5108544826507568, 0.13383494317531586, -0.04997827485203743, -0.5010280013084412, -0.04653578996658325, 0.06078963354229927, -0.054391082376241684, 0.003445459296926856, -0.11569109559059143, -0.4020536541938782, 0.18779882788658142, 0.10684748739004135, -0.0006745937280356884, -0.254162460565567, -0.20064523816108704, 0.12745752930641174, 0.26264092326164246, 0.11184197664260864, -0.015626607462763786, -0.24303299188613892, 0.10700663924217224, 0.3016601800918579, 0.6356267929077148, 0.03635532036423683, -0.03006448969244957, 0.182572141289711, -0.07794098556041718, 0.22162136435508728, -0.04267435148358345, 0.11679577082395554, 0.242717444896698, -0.3428229093551636, -0.33208802342414856, -0.344560831785202, -0.24955354630947113, -0.03606118634343147, 0.0010367354843765497, -0.1990526020526886, -0.11422134190797806, 0.18104955554008484, 0.1590791642665863, 0.10280526429414749, 0.12472589313983917, -0.3309004008769989, 0.0030716676265001297, 0.3913733959197998, -0.3346920311450958, 0.060100946575403214, -0.20990055799484253, 0.4075722098350525, 0.34083452820777893, -0.014244227670133114, 0.0030231550335884094, -0.011970201507210732, -0.06988179683685303, -0.3769572377204895, 0.4421153664588928, -0.2489309012889862, -0.2522276043891907, 0.01172380056232214, -0.05662568658590317, 0.2841966152191162, 0.017228757962584496, 0.08068525791168213, 0.28320395946502686, 0.07216732203960419, -0.16674885153770447, -0.8121209740638733, -0.020469097420573235, -0.30349043011665344, 0.3514772355556488, -0.0424528643488884, -0.5556154251098633, -0.47802406549453735, -0.3392484784126282, -0.46135619282722473, 0.16397064924240112, 0.028104478493332863, -0.03539540618658066, 0.1932060718536377, -0.46240484714508057, 0.014049863442778587, 0.23873160779476166, 0.047043513506650925, 0.4751327931880951, -0.04540857672691345, -0.4376971423625946, -0.019776254892349243, 0.4143109619617462, 0.10789834707975388, 0.0669628232717514, 0.0888146460056305, 0.11299676448106766, 0.03787734732031822]"
1038,"[-0.03412250429391861, -0.428261935710907, -0.0766902044415474, -0.5304856896400452, 0.05306108295917511, 0.2576914429664612, 0.11899549514055252, -0.16219116747379303, 0.14712223410606384, -0.3031994104385376, 0.39929163455963135, 0.5057468414306641, -0.16216939687728882, 0.18047326803207397, 0.10293164104223251, 0.20019975304603577, 0.052661262452602386, -0.19853799045085907, 0.08299650996923447, 0.15263675153255463, 0.18466384708881378, 0.4649316668510437, 0.05176873877644539, 0.08466500788927078, -0.02359801158308983, -0.3142334520816803, 0.4625922739505768, -0.22577275335788727, -0.5615395903587341, -0.24295289814472198, -0.12179796397686005, 0.1476873755455017, -0.49030444025993347, 0.03282879292964935, 0.018671251833438873, -0.04114093258976936, 0.20628342032432556, 0.23968303203582764, -0.41889747977256775, -0.3380352258682251, -0.2940307557582855, 0.06335128843784332, -0.1302623748779297, 0.25743621587753296, 0.21054284274578094, 0.8122830986976624, -0.06365358829498291, -0.17152535915374756, 0.22124604880809784, -0.4747128486633301, 0.10864533483982086, 0.5639681816101074, -0.6481818556785583, 0.20299389958381653, -0.34598642587661743, 0.3269210755825043, 0.012276924215257168, 0.04189508408308029, 0.11817903816699982, -0.48239338397979736, 0.0023655041586607695, 0.3132198750972748, -0.37254780530929565, -0.19668591022491455, -0.3385077118873596, 0.2453918159008026, 0.20457766950130463, -0.20875738561153412, 0.03124101459980011, -0.2546926438808441, -0.10466308146715164, 0.2798983156681061, -0.2850945293903351, -0.5964613556861877, 0.3129967451095581, -0.06212284415960312, -0.1352093666791916, -0.0843225046992302, -0.7276315093040466, -0.38387203216552734, -0.001659067114815116, 0.1351875513792038, 0.24495801329612732, 0.0636308491230011, -0.1755797266960144, 0.16650088131427765, 0.10474088042974472, 0.055526189506053925, 0.14658381044864655, 0.3699074387550354, 0.322133332490921, 0.21410678327083588, 0.31932878494262695, 0.08293353766202927, 0.2442304641008377, -0.08423810452222824, -0.3153420090675354, -0.27912187576293945, 0.12014885991811752, -0.3069106340408325]"
1039,"[-0.2329956591129303, -0.01281724963337183, -0.23199504613876343, -0.5018237829208374, -0.8572526574134827, 0.056433793157339096, -0.054983530193567276, 0.3067953586578369, 0.04337558150291443, 0.004700864665210247, 0.14404724538326263, 0.11825105547904968, -0.06333468109369278, -0.2510796785354614, -0.03658430278301239, 0.10958323627710342, -0.2842416763305664, -0.3383212685585022, 0.6745644807815552, 0.6059360504150391, 0.1018398255109787, -0.25363948941230774, 0.06367643177509308, 0.5665771961212158, 0.5600214004516602, -0.20891502499580383, 1.1093701124191284, 0.4080757796764374, 0.12191811203956604, 0.03798671066761017, 0.8188577890396118, 0.47889798879623413, -0.09762067347764969, -0.46451011300086975, 0.22677667438983917, -0.4175187945365906, -0.31372761726379395, -0.4174180030822754, 0.02824161946773529, 0.09485313296318054, 0.35953566431999207, -0.032664041966199875, -0.3185020685195923, -0.005141546484082937, 0.35064640641212463, 0.1659247875213623, -0.1777258813381195, 0.23948891460895538, 0.30895596742630005, 0.08437468111515045, -0.7504094839096069, 0.05425115302205086, -0.976123571395874, 0.38361722230911255, 0.7275437116622925, 0.42890751361846924, 0.12312924116849899, 0.16857461631298065, -0.11146881431341171, 0.26727089285850525, 0.5010319352149963, -0.07625875622034073, -0.008807830512523651, -0.2691631019115448, -0.11590709537267685, 0.3840615451335907, 0.17532403767108917, -0.1370140016078949, -0.08513803780078888, 0.3289373219013214, -0.5761310458183289, 0.049784813076257706, 0.18800190091133118, 0.655911922454834, 0.0655234232544899, 0.2557125687599182, -0.3813782334327698, 0.4746887981891632, -0.27333882451057434, -0.35422396659851074, -0.661746084690094, -0.5651928186416626, -0.6753688454627991, -0.009919524192810059, 0.1417359709739685, -0.20009738206863403, 0.041588395833969116, -0.10568731278181076, 0.28251269459724426, -0.015161668881773949, 0.14418579638004303, 0.5914104580879211, -0.24952812492847443, -0.2996487021446228, 0.28092315793037415, 0.019507858902215958, -0.06729815155267715, -0.2088969498872757, -0.1393316239118576, 0.14924228191375732]"
1040,"[-2.924149521277286e-05, -0.21154840290546417, 0.16133429110050201, 0.15308073163032532, -0.09117665886878967, 0.2807272970676422, 0.1499989628791809, 0.19544175267219543, 0.22007137537002563, -0.40718671679496765, 0.08741123974323273, 0.19205136597156525, -0.48006582260131836, 0.009751547127962112, -0.2254534214735031, -0.42047756910324097, -0.14952601492404938, -0.17634570598602295, 0.01583797112107277, -0.18750828504562378, -0.1369597166776657, 0.17536185681819916, 0.025307156145572662, 0.2410287857055664, 0.15052419900894165, -0.6530758738517761, 0.33407238125801086, -0.04306226223707199, 0.4069788157939911, -0.1480850875377655, 0.01517186313867569, -0.1780150681734085, 0.14036010205745697, 0.19050167500972748, -0.11759301275014877, -0.10846896469593048, -0.03174501284956932, -0.1823737621307373, 0.26453152298927307, -0.3555670380592346, -0.17443040013313293, -0.04101361706852913, -0.3280050456523895, 0.19406314194202423, -0.28662794828414917, 0.24688304960727692, -0.15060247480869293, 0.007247654255479574, -0.21205464005470276, -0.07904394716024399, 0.059836022555828094, 0.22997458279132843, -0.21191661059856415, -0.1604875922203064, -0.2912450432777405, 0.4234960079193115, 0.23918913304805756, 0.19952034950256348, -0.18683013319969177, 0.29013970494270325, -0.32067346572875977, -0.05672825127840042, 0.00874099601060152, 0.09436807781457901, 0.0429258719086647, 0.27902621030807495, -0.4811229109764099, 0.15138372778892517, 0.036417532712221146, 0.13147106766700745, 0.24928732216358185, -0.037577252835035324, -0.08565422147512436, -0.4436624348163605, 0.09515447914600372, 0.4016245901584625, -0.14379648864269257, 0.017725985497236252, -0.20026357471942902, -0.6160853505134583, -0.0107867531478405, -0.5527987480163574, 0.4975759983062744, -0.6194841861724854, -0.3342975974082947, -0.13940921425819397, -0.08537179231643677, 0.29213717579841614, 0.026643814519047737, 0.3000805377960205, 0.47200217843055725, 0.16655568778514862, 0.043589528650045395, -0.08652625232934952, -0.15804168581962585, -0.3594890236854553, 0.004135770257562399, 0.21763068437576294, -0.028640903532505035, -0.6402590870857239]"
1041,"[-0.12659145891666412, -0.6080793738365173, 0.10892660915851593, -0.02683388628065586, -0.5890914797782898, 0.3448588252067566, -0.09372720122337341, 0.42385345697402954, -0.24598008394241333, -0.001927552162669599, 0.3731444180011749, -0.38297098875045776, -0.09392084181308746, -0.2194346785545349, -0.009289623238146305, -0.2256268709897995, 0.20959728956222534, -0.3236897885799408, -0.18349531292915344, -0.8158906102180481, 0.1555110067129135, -0.05686251074075699, -0.28340932726860046, 0.26915401220321655, 1.0340601205825806, -0.3697730004787445, -0.434638649225235, 0.9335386753082275, -0.10436990112066269, -0.059454336762428284, 0.23394323885440826, -0.35842350125312805, -0.37862738966941833, 0.2799690365791321, -0.008733337745070457, -0.15209342539310455, 0.4996616542339325, 0.08473415672779083, -0.1907436102628708, -0.09013156592845917, -0.15954363346099854, -0.6603720188140869, -0.6090220212936401, -0.45289450883865356, 0.050052136182785034, 0.054455824196338654, 0.005961406510323286, 0.18011574447155, -0.5395562052726746, -0.313039094209671, 0.10138408839702606, 0.2290070354938507, 0.125602588057518, 0.2015867978334427, 0.12709112465381622, -0.1332971304655075, 0.870694100856781, 0.3305133879184723, 0.14709067344665527, -0.48375028371810913, 0.5935832858085632, -0.008284498006105423, -0.31083181500434875, -0.1738092303276062, -0.43736162781715393, -0.11760309338569641, 0.4424499571323395, 0.028469253331422806, 0.04168179631233215, -0.15132836997509003, -0.4264289438724518, 0.08858058601617813, 0.1252637356519699, -0.17530010640621185, 0.096065953373909, -0.055237315595149994, 0.7146192193031311, 0.06719312071800232, 0.10914172977209091, 0.015653664246201515, -0.188727468252182, -0.07848051190376282, -0.15840809047222137, 0.1392807811498642, 0.11405962705612183, -0.14929728209972382, 0.340494304895401, 0.2474599927663803, 0.7944883108139038, -0.022828003391623497, 0.6762654781341553, 0.08018800616264343, -0.30464380979537964, 0.003376786597073078, -0.46658822894096375, 0.2646721303462982, -0.2747558057308197, -0.09337746351957321, 0.12669016420841217, -0.2875399887561798]"
1042,"[0.36561113595962524, -0.034309420734643936, -0.36307865381240845, 0.41735905408859253, 0.3110858201980591, 0.11410973221063614, -0.2573854625225067, 0.26726141571998596, 0.12872807681560516, -0.48296353220939636, 0.1304074078798294, 0.024302471429109573, -0.02347569540143013, 0.09163729101419449, -0.03121306747198105, -0.194937601685524, -0.5793439745903015, -0.16335836052894592, -0.5440655946731567, -0.25917956233024597, -0.9312243461608887, -0.15119501948356628, 0.016420550644397736, -0.21388936042785645, 0.2588456869125366, -0.10803026705980301, 0.12109969556331635, 0.4292089641094208, 0.2407759130001068, -0.006756915245205164, -0.2126161754131317, 0.22518353164196014, -0.5142893195152283, 0.4265884459018707, -0.1689257174730301, -0.12524856626987457, 0.6435795426368713, -0.38363274931907654, -0.016549833118915558, -0.3168923854827881, 0.06592665612697601, -0.07955221086740494, -0.04202864691615105, 0.0167434960603714, -0.12975706160068512, 0.11854095011949539, 0.2764120399951935, -0.2142137736082077, 0.1333480328321457, 0.021853378042578697, 0.22616486251354218, -0.012352964840829372, -0.7419763207435608, -0.3203258216381073, -0.058242037892341614, 0.34896013140678406, 0.05494435131549835, 0.2552911341190338, -0.047418758273124695, 0.2050073891878128, -0.56640625, -0.03465084731578827, 0.3960486352443695, -0.6163758635520935, -0.4400748312473297, -0.11827794462442398, 0.004391685593873262, 0.6199619174003601, 0.28288501501083374, -0.4044019281864166, -0.3125322759151459, 0.011467921547591686, -0.306012362241745, -0.23445537686347961, -0.16213476657867432, 0.32391324639320374, -0.015548593364655972, 0.2889153063297272, 0.24644342064857483, 0.18960900604724884, -0.042849741876125336, -0.03665202111005783, 0.5075186491012573, -0.36421728134155273, 0.004076128825545311, -0.3252757787704468, -0.7297223210334778, -0.2802620530128479, 0.2877694070339203, 0.13751964271068573, 0.4947015047073364, -0.09399652481079102, -0.3325199782848358, -0.262538343667984, -0.25909313559532166, 0.1538352221250534, -0.2863529920578003, 0.12060590833425522, -0.026118582114577293, -0.2824961841106415]"
1043,"[-0.14201819896697998, 0.07733024656772614, -0.0362088605761528, -0.048535335808992386, -0.024059072136878967, -0.2978309988975525, 0.25202393531799316, 0.05090092495083809, -0.22241011261940002, 0.015301655046641827, -0.05593785271048546, -0.016676675528287888, -0.2664051949977875, 0.15085548162460327, -0.3224134147167206, -0.26046299934387207, -0.0032858694903552532, -0.5447756052017212, -0.13197775185108185, -0.053144264966249466, -0.23210109770298004, 0.20757469534873962, 0.004376987461000681, -0.3881453573703766, 0.166004940867424, -0.4422803223133087, 0.221906840801239, 0.24822410941123962, 0.13221555948257446, 0.0762113481760025, -0.25884851813316345, -0.020766915753483772, -0.31469786167144775, 0.30816343426704407, -0.24117392301559448, -0.04540689289569855, 0.054954253137111664, 0.3514914810657501, -0.07093494385480881, -0.17738600075244904, -0.08521223068237305, 0.07378814369440079, 0.007396714761853218, 0.5085512399673462, 0.1037973165512085, 0.018734510987997055, -0.03208964318037033, -0.029894618317484856, -0.39516782760620117, -0.22706253826618195, -0.2627081871032715, 0.22798527777194977, -0.14238719642162323, -0.07198462635278702, -0.18377646803855896, 0.396678626537323, 0.22094614803791046, 0.49379777908325195, 0.12717251479625702, -0.12011057138442993, -0.5407455563545227, -0.35077574849128723, -0.0002894034259952605, 0.022928185760974884, -0.20545950531959534, 0.12053782492876053, 0.12203262001276016, 0.29945939779281616, 0.0230464655905962, 0.16616517305374146, -0.09009440988302231, -0.10364972054958344, -0.3176116347312927, -0.30090755224227905, -0.11229696869850159, 0.15169094502925873, 0.20607946813106537, -0.045461103320121765, 0.11474178731441498, -0.14446541666984558, -0.24006801843643188, -0.36407169699668884, 0.12696103751659393, -0.050994016230106354, -0.21550093591213226, -0.2480994015932083, -0.21754200756549835, 0.09263504296541214, -0.010730921290814877, -0.13903574645519257, 0.10337820649147034, -0.035409294068813324, -0.21929694712162018, 0.1641293168067932, 0.12346678972244263, 0.07552547007799149, -0.20455212891101837, -0.39611467719078064, 0.1440102756023407, -0.39985302090644836]"
